sample,Passed events,Per-event weight,Expected yield,S_over_sqrtB
WRtoNMutoMuMuTB-HadTop_MWR-1000_MN-700_13p6TeV,295,1.156039603960396,341.0316831683168,62.510169986493814
WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-1300_13p6TeV,7677,0.009870270270270272,75.77406486486488,13.889177777457498
WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-2100_13p6TeV,15185,0.004621016949152543,70.17014237288137,12.861994190552663
WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-2500_13p6TeV,15792,0.00018942105263157895,2.9913372631578947,0.5483038967808876
WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-2900_13p6TeV,15464,0.0001491,2.3056824,0.4226252453140317
WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-3300_13p6TeV,14067,0.0001510909090909091,2.1253958181818184,0.3895792104968612
WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-4100_13p6TeV,12029,6.826027397260273e-05,0.8211028356164383,0.15050589245528537
WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-4900_13p6TeV,10550,2.577e-06,0.02718735,0.0049833665136136875
