mass_bin,count
0–100,0.0008123224601424203
100–200,6.089160631664052e-06
200–300,1.0661954413419548e-06
300–400,4.2647817653678187e-07
400–500,2.8431878435785456e-07
500–600,1.500571361888677e-07
600–700,1.342616481689869e-07
700–800,5.528420806958284e-08
800–900,5.528420806958284e-08
900–1000,4.738646405964243e-08
1000–1500,4.738646405964243e-08
1500–2000,7.897744009940405e-09
2000–inf,3.948872004970202e-08
