mass_bin,count
0–100,11.492839184545835
100–200,1.9702010030650001
200–300,0.29553015045975006
300–400,0.36120351722858335
400–500,0.06567336676883334
500–600,0.06567336676883334
600–700,0.0
700–800,0.0
800–900,0.03283668338441667
900–1000,0.0
1000–1500,0.03283668338441667
1500–2000,0.0
2000–inf,0.0
