mass_bin,count
0–800,1.8388542695273336
800–1000,2.7254447209065837
1000–1200,3.0209748713663336
1200–1600,3.6448718556702504
1600–2000,1.6746708526052503
2000–2500,1.0179371849169168
2500–3000,0.2298567836909167
3000–4000,0.09851005015325001
4000–5000,0.03283668338441667
5000–inf,0.03283668338441667
