mass_bin,count
0–100,31.505910958769967
100–200,2.820251132906673
200–300,0.5724183129575334
300–400,0.18557513710653734
400–500,0.07489196214633732
500–600,0.03456383503212583
600–700,0.017402463548197786
700–800,0.00942450796690812
800–900,0.0053478603347106544
900–1000,0.003704050805598773
1000–1500,0.006531403195671209
1500–2000,0.0016876444498881984
2000–inf,0.001928736514157941
