mass_bin,count
0–100,0.05309174447055512
100–200,0.0036677511940520087
200–300,0.0005020495931021761
300–400,7.670202116838802e-05
400–500,6.972911015308001e-05
500–600,2.0918733045924002e-05
600–700,6.972911015308001e-06
700–800,0.0
800–900,6.972911015308001e-06
900–1000,0.0
1000–1500,1.3945822030616002e-05
1500–2000,0.0
2000–inf,6.972911015308001e-06
