mass_bin,count
0–100,0.0
100–200,0.0
200–300,0.0
300–400,1.250674342105263
400–500,1.2312521052631578
500–600,1.061160394736842
600–700,0.8163225
700–800,0.5614792105263158
800–900,0.3978615789473684
900–1000,0.2724998684210526
1000–1500,0.6462307894736842
1500–2000,0.18068565789473684
2000–inf,0.12712736842105263
