mass_bin,count
0–100,0.03398463346297207
100–200,0.0033890493204071868
200–300,0.0005648415534011979
300–400,9.414025890019964e-05
400–500,0.0
500–600,9.414025890019964e-05
600–700,0.0
700–800,0.0
800–900,9.414025890019964e-05
900–1000,0.0
1000–1500,9.414025890019964e-05
1500–2000,0.0
2000–inf,0.0
