mass_bin,count
0–100,8.121726758251466
100–200,0.9498995769444054
200–300,0.1368632963462487
300–400,0.03717112559115967
400–500,0.014415304005758918
500–600,0.007913640695644418
600–700,0.0038747286393611673
700–800,0.003217994971672834
800–900,0.002232894470140334
900–1000,0.0007880804012260002
1000–1500,0.0029553015045975005
1500–2000,0.00108361055168575
2000–inf,0.0013791407021455002
