mass_bin,count
0–100,3.5172594607181353
100–200,0.0881764210207889
200–300,0.029392140340262968
300–400,0.00979738011342099
400–500,0.0
500–600,0.0
600–700,0.0
700–800,0.0
800–900,0.0
900–1000,0.0
1000–1500,0.0
1500–2000,0.0
2000–inf,0.0
