mass_bin,count
0–100,0.0003021818181818182
100–200,0.0025685454545454544
200–300,0.005288181818181819
300–400,0.014655818181818183
400–500,0.012087272727272728
500–600,0.014655818181818183
600–700,0.021606
700–800,0.02462781818181818
800–900,0.03595963636363637
900–1000,0.029764909090909092
1000–1500,0.22512545454545455
1500–2000,0.23192454545454547
2000–inf,0.5192994545454546
