pt_bin,count
0–50,0.0
50–100,0.0
100–150,0.0
150–200,0.0
200–250,0.0
250–300,2.097542498204029
300–350,5.015862495705287
350–550,21.97859748118135
550–750,6.931009994065487
750–950,1.7327524985163718
950–1150,0.36478999968765724
1150–1350,0.18239499984382862
1350–1550,0.0
1550–inf,0.0
