mass_bin,count
0–100,0.026343195024632005
100–200,0.003142414231977513
200–300,0.0007109534461487586
300–400,0.00027964168881851174
400–500,0.00013745099958876
500–600,8.057472389685932e-05
600–700,5.2136586050908964e-05
700–800,4.265720676892552e-05
800–900,4.739689640991724e-06
900–1000,1.8958758563966897e-05
1000–1500,1.8958758563966897e-05
1500–2000,1.4219068922975173e-05
2000–inf,1.8958758563966897e-05
