mass_bin,count
0–100,0.0024101555079015635
100–200,0.0006368297073723643
200–300,0.00014696070170131485
300–400,3.918952045368396e-05
400–500,9.79738011342099e-06
500–600,0.0
600–700,0.0
700–800,0.0
800–900,0.0
900–1000,0.0
1000–1500,0.0
1500–2000,0.0
2000–inf,0.0
