mass_bin,count
0–800,0.001557610457151627
800–1000,0.001126782032833092
1000–1200,0.0009279381446860756
1200–1600,0.0009279381446860756
1600–2000,0.0002982658322205243
2000–2500,0.00016570324012251352
2500–3000,0.0
3000–4000,6.62812960490054e-05
4000–5000,0.0
5000–inf,0.0
