sample,0–800,1000–1200,1200–1600,1600–2000,2000–2500,2500–3000,3000–4000,4000–5000,5000–inf,800–1000
result_WRtoNMutoMuMuTB-HadTop_MWR-1000_MN-700_13p6TeV,0.0,114.4479207920792,101.73148514851484,56.64594059405941,5.78019801980198,2.312079207920792,3.468118811881188,0.0,0.0,65.89425742574257
result_WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-1300_13p6TeV,0.0,0.1381837837837838,0.4046810810810811,1.2930054054054057,4.866043243243244,43.55750270270271,26.01803243243244,0.4836432432432433,0.2270162162162162,0.0
result_WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-2900_13p6TeV,0.0,0.0019383,0.0150590999999999,0.0575525999999999,0.1860768,0.9971808,1.0173093,0.0659022,0.0207248999999999,0.0004473
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-2500_13p6TeV,0.0,0.0,0.0,0.0062508947368421,0.0136383157894736,0.0365582631578947,0.2587491578947368,1.929064,0.8044712105263158,0.0
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-3300_13p6TeV,0.0,0.0,0.0,0.0009065454545454,0.0021152727272727,0.0093676363636363,0.1693729090909091,1.4713232727272727,0.51522,0.0
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-4100_13p6TeV,0.0,0.0,0.0,0.0008873835616438,0.0018430273972602,0.0055973424657534,0.0667585479452054,0.5709289315068492,0.1882618356164383,0.0
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-4900_13p6TeV,0.0,0.0,4.3809e-05,4.8963e-05,0.000296355,0.00048963,0.002283222,0.010972866,0.013593675,0.0
