sample,0–50,1000–1500,100–150,1500–2000,150–200,2000–inf,200–250,250–450,450–650,50–100,650–850,850–1000
result_WRtoNMutoMuMuTB-HadTop_MWR-1000_MN-700_13p6TeV,2.312079207920792,0.0,47.39762376237624,0.0,114.4479207920792,0.0,82.07881188118812,80.92277227722772,2.312079207920792,15.028514851485149,5.78019801980198,0.0
result_WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-1300_13p6TeV,0.0,33.0357945945946,0.0592216216216216,0.3454594594594595,0.2763675675675676,0.0592216216216216,0.5626054054054055,5.991254054054055,8.883243243243244,0.0,13.936821621621624,13.83811891891892
result_WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-2900_13p6TeV,0.0044729999999999,0.2768787,0.0796193999999999,0.0146118,0.0982569,0.0080514,0.1292697,0.5725439999999999,0.5050017,0.0290745,0.4018245,0.2425857
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-2500_13p6TeV,0.0,1.0903075789473684,0.0,1.2075592105263158,0.0015153684210526,0.1369514210526315,0.0034095789473684,0.0356111578947368,0.1183881578947368,0.0,0.2254110526315789,0.2295783157894736
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-3300_13p6TeV,0.0,1.273092,0.0003021818181818,0.2421987272727273,0.0001510909090909,0.0317290909090909,0.001510909090909,0.0261387272727272,0.0938274545454545,0.0,0.2396301818181818,0.2597252727272727
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-4100_13p6TeV,0.0,0.2679898356164383,0.0004778219178082,0.0915370273972602,0.001023904109589,0.0149489999999999,0.0008191232876712,0.0251880410958904,0.0890796575342465,0.0,0.2146103013698629,0.1286023561643835
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-4900_13p6TeV,1.5462000000000002e-05,0.007470723,0.000319548,0.003906732,0.000376242,0.001401888,0.000569517,0.003234135,0.003623262,7.731e-05,0.003819114,0.002914587
