mass_bin,count
0–800,0.3015110643783595
800–1000,0.3732994130398737
1000–1200,0.31586873411066235
1200–1600,0.3230475689768138
1600–2000,0.08614601839381701
2000–2500,0.021536504598454253
2500–3000,0.014357669732302835
3000–4000,0.007178834866151417
4000–5000,0.0
5000–inf,0.007178834866151417
