sample,0–50,1000–1500,100–150,1500–2000,150–200,2000–inf,200–250,250–450,450–650,50–100,650–850,850–1000
ST_tW_antitop_Semilep,0.0045071281313323,0.0,0.000198843888147,0.0,3.31406480245027e-05,0.0,3.31406480245027e-05,3.31406480245027e-05,0.0,0.000265125184196,0.0,0.0
ST_tW_top_Fullyhad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST_tW_top_Lep,0.0030927843150571,0.0,0.0,0.0,0.0001472754435741,0.0,0.0,0.0,0.0,0.0014727544357415,0.0,0.0
ST_tW_top_Semilep,0.0048598291408936,0.0,0.0001313467335376,0.0,3.283668338441667e-05,0.0,0.0,3.283668338441667e-05,0.0,0.000394040200613,0.0,0.0
ST_tch_antitop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST_tch_top,0.0001173744390311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTJJ_powheg,2.7891644061232004e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTLJ_powheg,0.0281395373985678,0.0,0.0003791751712793,0.0,0.0001042731721018,0.0,3.7917517127933794e-05,3.7917517127933794e-05,4.739689640991724e-06,0.0021612984762922,0.0,0.0
TTLL_powheg,0.0044406420209013,0.0,0.0001520767815377,0.0,6.0830712615087374e-05,0.0,0.0,1.5207678153771843e-05,0.0,0.0007451762295348,0.0,0.0
WJets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WJets_MG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWto2L2Nu,5.811792564693328e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWto4Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWtoLNu2Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.433128117544898e-05,0.0,0.0
WZto2L2Q,0.0,0.0,3.355079262012354e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZto3LNu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WZtoLNu2Q,0.0011199125633634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003199750181038,0.0,0.0
ZZto2L2Nu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025158201235318,0.0,0.0
ZZto2L2Q,0.0004908487202015,0.0,0.0001227121800503,0.0,0.0,0.0,0.0,0.0,0.0,0.0004908487202015,0.0,0.0
ZZto2Nu2Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZto4L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.191746038815842e-05,0.0,0.0
