mass_bin,count
0–800,0.0
800–1000,0.0
1000–1200,0.0
1200–1600,0.0
1600–2000,0.0
2000–2500,0.005744239631336405
2500–3000,0.02393433179723502
3000–4000,0.4901751152073732
4000–5000,4.505877304147465
5000–inf,1.572006912442396
