pt_bin,count
0–50,0.0
50–100,0.0
100–150,0.05922162162162163
150–200,0.27636756756756764
200–250,0.5626054054054055
250–450,5.991254054054055
450–650,8.883243243243244
650–850,13.936821621621624
850–1000,13.838118918918921
1000–1500,33.0357945945946
1500–2000,0.3454594594594595
2000–inf,0.05922162162162163
