mass_bin,count
0–800,0.0
800–1000,0.0
1000–1200,0.13818378378378382
1200–1600,0.40468108108108114
1600–2000,1.2930054054054057
2000–2500,4.866043243243244
2500–3000,43.55750270270271
3000–4000,26.018032432432438
4000–5000,0.4836432432432433
5000–inf,0.22701621621621626
