pt_bin,count
0–50,0.0
50–100,0.0
100–150,0.0
150–200,1.9313751255290241
200–250,2.646135998756301
250–300,2.14428261968183
300–350,1.6120138842998153
350–550,3.680258113212786
550–750,1.3230679993781504
750–950,0.2737382067678932
950–1150,0.15207678153771842
1150–1350,0.04562303446131553
1350–1550,0.0
1550–inf,0.015207678153771843
