mass_bin,count
0–100,24.399055055473255
100–200,2.7533850307836722
200–300,0.43724586223891787
300–400,0.13710929525750187
400–500,0.0651149161841345
500–600,0.03167752679228165
600–700,0.018078588522867808
700–800,0.01343895076036191
800–900,0.006719475380180955
900–1000,0.00767940043449252
1000–1500,0.0127990007241542
1500–2000,0.004959612780609753
2000–inf,0.005599562816817462
