mass_bin,count
0–800,0.0
800–1000,0.0
1000–1200,0.0
1200–1600,0.0
1600–2000,0.0
2000–2500,4.265720676892552e-05
2500–3000,2.369844820495862e-05
3000–4000,1.4219068922975173e-05
4000–5000,0.0
5000–inf,2.8438137845950347e-05
