sample,0–800,1000–1200,1200–1600,1600–2000,2000–2500,2500–3000,3000–4000,4000–5000,5000–inf,800–1000
result_WRtoNMutoMuMuTB-HadTop_MWR-1000_MN-700_13p6TeV,0.0,0.0,0.0,0.0,808.0276816608997,404.01384083044985,202.00692041522493,0.0,0.0,0.0
result_WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-1300_13p6TeV,0.0,0.0,0.0,0.0,31.101274806150617,298.62983309239064,181.7120778026022,3.239716125640689,0.9359179918517548,0.0
result_WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-2900_13p6TeV,0.0,0.0,0.0,0.0,0.4331747368421052,2.567855131578947,3.217617236842105,0.2471921052631578,0.0794546052631579,0.0
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-2500_13p6TeV,0.0,0.0,0.0,0.0,0.0270810341501061,0.1145736060196797,0.8895078140073317,6.839002701138337,2.821982635539263,0.0
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-3300_13p6TeV,0.0,0.0,0.0,0.0,0.0057442396313364,0.023934331797235,0.4901751152073732,4.505877304147465,1.572006912442396,0.0
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-4100_13p6TeV,0.0,0.0,0.0,0.0,0.0039958217270194,0.011566852367688,0.1882242339832869,1.6849749303621169,0.5606768802228412,0.0
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-4900_13p6TeV,0.0,0.0,0.0,0.0,0.0005568666795292,0.0010839012155122,0.007050329924754,0.035967621068879,0.0484871773104379,0.0
