mass_bin,count
0–100,1.287588057503299
100–200,0.08516911958567128
200–300,0.015802571160261746
300–400,0.006094438388586861
400–500,0.0030742678049452874
500–600,0.001771297588973001
600–700,0.0010865813307574343
700–800,0.0007990932404005598
800–900,0.0005224245943044279
900–1000,0.00036013293039328904
1000–1500,0.0008701924455425825
1500–2000,0.0003384940418718039
2000–inf,0.00039722816785869224
