pt_bin,count
0–50,0.0
50–100,0.0
100–150,0.0
150–200,51.54748324352741
200–250,95.39164147719808
250–300,83.22470758312527
300–350,51.69147062688922
350–550,152.1226705217506
550–750,58.02691549480879
750–950,19.438296753844135
950–1150,3.3117098173215935
1150–1350,0.359968458404521
1350–1550,0.0719936916809042
1550–inf,0.43196215008542527
