sample,Passed events,Per-event weight,Expected yield
WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-4100_13p6TeV,5457,6.826027397260273e-05,0.37249631506849307
WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-3300_13p6TeV,7559,0.0001510909090909091,1.1420961818181818
WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-1300_13p6TeV,6694,0.009870270270270272,66.0715891891892
WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-2500_13p6TeV,9509,0.00018942105263157895,1.8012047894736842
WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-2100_13p6TeV,10792,0.004621016949152543,49.870014915254245
WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-2900_13p6TeV,8583,0.0001491,1.2797253
WRtoNMutoMuMuTB-HadTop_MWR-1000_MN-700_13p6TeV,454,1.156039603960396,524.8419801980198
WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-4900_13p6TeV,3386,2.577e-06,0.008725722
