mass_bin,count
0–100,17.116036971755
100–200,0.8333038446802404
200–300,0.050738580234646814
300–400,0.016834461371064858
400–500,0.007602017010329311
500–600,0.00406410925119598
600–700,0.0024356750882596795
700–800,0.001520802039559849
800–900,0.0010085528597867414
900–1000,0.000749438488695286
1000–1500,0.0016702910998049195
1500–2000,0.0005879903036306101
2000–inf,0.0007992681754436428
