mass_bin,count
0–100,0.0
100–200,0.0
200–300,0.0
300–400,3.7917517127933794e-05
400–500,3.7917517127933794e-05
500–600,2.8438137845950347e-05
600–700,2.369844820495862e-05
700–800,1.8958758563966897e-05
800–900,4.739689640991724e-06
900–1000,9.479379281983448e-06
1000–1500,1.4219068922975173e-05
1500–2000,9.479379281983448e-06
2000–inf,9.479379281983448e-06
