sample,1000–1500,1500–2000,2000–inf,250–450,450–650,50–250,650–850,850–1000
result_WRtoNMutoMuMuTB-HadTop_MWR-1000_MN-700_13p6TeV,0.0,0.0,0.0,0.0,0.0,2.312079207920792,0.0,0.0
result_WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-2100_13p6TeV,0.0369681355932203,0.0,0.0,17.938787796610175,15.129209491525428,8.48418711864407,5.244854237288137,0.1571145762711864
result_WRtoNMutoMuMuTB-HadTop_MWR-3000_MN-2900_13p6TeV,0.0056657999999999,0.0002982,0.0,0.2118710999999999,0.0614291999999999,0.6275619,0.0205757999999999,0.0071568
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-2500_13p6TeV,0.328834947368421,0.0621301052631578,0.0015153684210526,0.3788421052631578,0.3966476842105263,0.1312687894736842,0.3061044210526316,0.1693424210526316
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-3300_13p6TeV,0.2585165454545454,0.0108785454545454,0.0004532727272727,0.1940007272727272,0.2385725454545454,0.0605874545454545,0.2231612727272727,0.1414210909090909
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-4100_13p6TeV,0.0066212465753424,0.0005460821917808,0.0,0.0794549589041095,0.1088068767123287,0.020273301369863,0.1324249315068493,0.019932
result_WRtoNMutoMuMuTB-HadTop_MWR-5000_MN-4900_13p6TeV,0.000298932,0.000100503,1.0308e-05,0.002172411,0.001206036,0.003301137,0.00064425,0.000273162
