mass_bin,count
0–800,0.1599875090519275
800–1000,0.63995003620771
1000–1200,0.63995003620771
1200–1600,0.9599250543115649
1600–2000,0.1599875090519275
2000–2500,0.0
2500–3000,0.1599875090519275
3000–4000,0.0
4000–5000,0.0
5000–inf,0.0
