mass_bin,count
0–800,0.1677539631006177
800–1000,0.23485554834086478
1000–1200,0.13420317048049415
1200–1600,0.30195713358111187
1600–2000,0.20130475572074125
2000–2500,0.03355079262012354
2500–3000,0.03355079262012354
3000–4000,0.0
4000–5000,0.0
5000–inf,0.0
